order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_fee,taxes,payment_method,fulfillment_status,refund_flag
SH_1000096,CUST_05029,PROD_284,2025-11-02 02:27:32,3,242.76,0.0,10.0,131.09,Apple Pay,unfulfilled,0
SH_1000097,CUST_02559,PROD_115,2025-08-14 10:30:59,4,113.2,45.28,0.0,73.35,Credit Card,cancelled,0
SH_1000098,CUST_00032,PROD_958,2025-10-14 07:40:50,4,77.39,0.0,10.0,55.72,UPI,fulfilled,0
SH_1000099,CUST_04447,PROD_247,2026-01-26 11:37:54,5,40.73,30.55,0.0,31.16,PayPal,fulfilled,0
SH_1000100,CUST_02646,PROD_564,2025-10-04 00:25:52,3,92.15,41.47,5.0,42.3,Credit Card,unfulfilled,0
SH_1000101,CUST_02247,PROD_161,2025-03-16 20:20:18,4,57.5,46.0,5.0,33.12,PayPal,fulfilled,0
SH_1000102,CUST_00018,PROD_690,2026-03-30 19:38:00,3,181.89,54.57,0.0,88.4,PayPal,fulfilled,0
SH_1000103,CUST_05768,PROD_412,2025-11-27 23:20:45,1,180.5,0.0,10.0,32.49,Gift Card,fulfilled,0
SH_1000104,CUST_03368,PROD_365,2025-08-07 02:45:55,4,109.21,0.0,10.0,78.63,PayPal,fulfilled,0
SH_1000105,CUST_09703,PROD_220,2026-01-28 09:33:50,2,298.5,59.7,0.0,96.71,Apple Pay,unfulfilled,0
SH_1000106,CUST_00687,PROD_339,2026-02-16 00:46:14,3,213.91,64.17,0.0,103.96,UPI,fulfilled,0
SH_1000107,CUST_02951,PROD_683,2025-11-26 10:45:12,3,255.31,76.59,5.0,124.08,Apple Pay,unfulfilled,0
SH_1000108,CUST_07870,PROD_753,2026-03-01 10:58:47,1,55.35,0.0,10.0,9.96,Gift Card,fulfilled,0
SH_1000109,CUST_02014,PROD_562,2025-08-24 09:37:16,3,185.65,83.54,0.0,85.21,Apple Pay,unfulfilled,0
SH_1000110,CUST_07428,PROD_882,2025-08-21 08:25:08,3,26.38,0.0,0.0,14.25,PayPal,cancelled,0
SH_1000111,CUST_03302,PROD_124,2025-12-29 13:15:48,5,23.62,0.0,10.0,21.26,PayPal,fulfilled,0
SH_1000112,CUST_03632,PROD_947,2026-04-27 03:06:06,2,173.7,0.0,10.0,62.53,Apple Pay,unfulfilled,0
SH_1000113,CUST_08402,PROD_390,2026-01-23 05:40:07,3,247.5,74.25,5.0,120.28,PayPal,unfulfilled,0
SH_1000114,CUST_08740,PROD_199,2025-06-12 19:47:42,5,11.11,0.0,10.0,10.0,Gift Card,fulfilled,0
SH_1000115,CUST_07307,PROD_822,2026-04-22 05:55:49,5,36.41,0.0,10.0,32.77,Gift Card,fulfilled,1
SH_1000116,CUST_01137,PROD_521,2025-06-28 05:25:07,5,168.81,0.0,0.0,151.93,Gift Card,fulfilled,0
SH_1000117,CUST_03336,PROD_105,2025-09-24 20:31:50,5,52.87,0.0,5.0,47.58,Gift Card,fulfilled,0
SH_1000118,CUST_05755,PROD_161,2026-03-05 10:25:20,4,57.5,0.0,10.0,41.4,UPI,fulfilled,0
SH_1000119,CUST_02722,PROD_497,2025-03-04 03:21:58,5,96.58,72.43,5.0,73.88,Credit Card,fulfilled,0
SH_1000120,CUST_06840,PROD_511,2025-09-04 03:39:49,1,239.38,0.0,5.0,43.09,PayPal,fulfilled,0
SH_1000121,CUST_01081,PROD_706,2026-05-10 00:18:26,3,192.17,57.65,5.0,93.39,UPI,fulfilled,0
SH_1000122,CUST_02771,PROD_658,2025-03-19 08:38:59,5,253.45,0.0,0.0,228.1,Credit Card,fulfilled,0
SH_1000123,CUST_06729,PROD_596,2025-02-11 08:14:55,2,189.43,0.0,5.0,68.19,Gift Card,fulfilled,0
SH_1000124,CUST_02143,PROD_517,2025-03-12 23:18:16,5,57.86,28.93,5.0,46.87,Apple Pay,fulfilled,0
SH_1000125,CUST_00395,PROD_174,2026-04-15 05:21:19,1,107.43,21.49,0.0,15.47,Credit Card,cancelled,0
SH_1000126,CUST_05827,PROD_381,2025-09-17 18:29:55,3,103.78,0.0,5.0,56.04,Apple Pay,fulfilled,0
SH_1000127,CUST_03841,PROD_136,2026-05-28 23:23:42,5,51.5,51.5,0.0,37.08,PayPal,fulfilled,0
SH_1000128,CUST_04488,PROD_658,2025-07-04 19:33:14,2,253.45,76.03,5.0,77.56,UPI,cancelled,0
SH_1000129,CUST_05133,PROD_922,2025-07-19 07:14:31,1,44.39,4.44,5.0,7.19,Apple Pay,fulfilled,0
SH_1000130,CUST_03325,PROD_791,2025-04-25 05:05:38,3,78.94,35.52,10.0,36.23,Apple Pay,fulfilled,0
SH_1000131,CUST_04061,PROD_882,2025-05-12 20:23:15,1,26.38,0.0,5.0,4.75,Gift Card,fulfilled,0
SH_1000132,CUST_07952,PROD_863,2025-12-16 19:05:36,1,222.72,44.54,0.0,32.07,Gift Card,unfulfilled,0
SH_1000133,CUST_08699,PROD_974,2025-08-06 18:02:22,2,96.37,38.55,10.0,27.75,PayPal,unfulfilled,0
SH_1000134,CUST_06623,PROD_590,2025-04-05 02:10:15,5,36.88,0.0,0.0,33.19,Credit Card,fulfilled,0
SH_1000135,CUST_09505,PROD_394,2025-04-15 04:33:13,2,59.55,0.0,0.0,21.44,UPI,fulfilled,0
SH_1000136,CUST_00006,PROD_396,2025-08-29 16:13:11,3,63.02,0.0,10.0,34.03,UPI,unfulfilled,0
SH_1000137,CUST_04997,PROD_618,2025-10-31 19:56:17,2,17.29,5.19,5.0,5.29,Gift Card,fulfilled,0
SH_1000138,CUST_08160,PROD_776,2025-04-29 17:31:28,5,141.15,141.15,5.0,101.63,PayPal,fulfilled,0
SH_1000139,CUST_00613,PROD_952,2025-11-10 08:06:57,3,172.2,77.49,5.0,79.04,UPI,unfulfilled,0
SH_1000140,CUST_01369,PROD_555,2025-08-18 11:10:40,5,199.03,99.52,5.0,161.21,PayPal,cancelled,0
SH_1000141,CUST_02664,PROD_898,2025-11-08 12:02:14,3,194.22,87.4,5.0,89.15,Credit Card,fulfilled,0
SH_1000142,CUST_04021,PROD_720,2026-05-22 07:27:04,2,94.86,0.0,10.0,34.15,PayPal,fulfilled,0
SH_1000143,CUST_00276,PROD_502,2025-04-22 21:29:02,5,205.75,154.31,0.0,157.4,Apple Pay,fulfilled,0
SH_1000144,CUST_00441,PROD_053,2026-02-15 13:23:33,2,70.29,21.09,5.0,21.51,Credit Card,cancelled,0
SH_1000145,CUST_06874,PROD_033,2025-10-12 12:57:41,1,48.78,0.0,10.0,8.78,UPI,fulfilled,0
SH_1000146,CUST_05958,PROD_697,2025-06-15 19:01:34,2,45.02,0.0,0.0,16.21,PayPal,unfulfilled,0
SH_1000147,CUST_04813,PROD_732,2025-04-09 04:21:34,2,46.84,0.0,10.0,16.86,PayPal,unfulfilled,0
SH_1000148,CUST_00150,PROD_400,2025-04-30 16:11:08,2,14.33,5.73,5.0,4.13,Gift Card,fulfilled,0
SH_1000149,CUST_01277,PROD_260,2025-02-12 05:22:05,1,239.15,0.0,0.0,43.05,Apple Pay,fulfilled,1
SH_1000150,CUST_08616,PROD_340,2025-12-05 19:55:21,1,303.66,0.0,10.0,54.66,Gift Card,unfulfilled,0
SH_1000151,CUST_03767,PROD_507,2025-07-20 09:27:40,5,34.17,0.0,0.0,30.75,UPI,unfulfilled,0
SH_1000152,CUST_00110,PROD_424,2026-04-12 06:10:31,5,190.4,190.4,10.0,137.09,UPI,fulfilled,0
SH_1000153,CUST_05865,PROD_069,2025-12-12 14:55:39,1,139.5,0.0,0.0,25.11,Gift Card,unfulfilled,0
SH_1000154,CUST_01101,PROD_335,2025-02-18 03:26:37,5,165.48,82.74,10.0,134.04,UPI,fulfilled,0
SH_1000155,CUST_06285,PROD_645,2026-04-16 09:15:30,3,139.07,83.44,5.0,60.08,Gift Card,fulfilled,0
SH_1000156,CUST_02689,PROD_735,2026-06-15 20:57:25,2,272.4,0.0,0.0,98.06,Credit Card,fulfilled,0
SH_1000157,CUST_01714,PROD_749,2025-07-09 14:22:24,3,29.7,8.91,10.0,14.43,Apple Pay,cancelled,0
SH_1000158,CUST_08340,PROD_097,2026-06-09 23:36:47,3,122.75,0.0,10.0,66.28,Gift Card,cancelled,0
SH_1000159,CUST_06320,PROD_847,2026-05-10 17:33:05,4,214.57,171.66,10.0,123.59,Credit Card,cancelled,0
SH_1000160,CUST_04576,PROD_458,2025-10-03 21:09:27,4,186.06,74.42,5.0,120.57,Gift Card,cancelled,0
SH_1000161,CUST_06324,PROD_813,2025-09-21 07:44:34,3,135.83,0.0,5.0,73.35,UPI,fulfilled,0
SH_1000162,CUST_05949,PROD_220,2025-08-29 22:28:37,1,298.5,0.0,5.0,53.73,Apple Pay,fulfilled,0
SH_1000163,CUST_01244,PROD_506,2025-11-01 06:27:20,2,196.81,0.0,0.0,70.85,Apple Pay,fulfilled,0
SH_1000164,CUST_03312,PROD_276,2025-06-02 15:38:35,5,175.84,0.0,0.0,158.26,Credit Card,fulfilled,0
SH_1000165,CUST_07145,PROD_312,2026-01-23 13:22:45,2,18.86,3.77,10.0,6.11,Credit Card,fulfilled,0
SH_1000166,CUST_03693,PROD_025,2026-02-24 19:31:29,1,26.97,0.0,0.0,4.85,PayPal,fulfilled,0
SH_1000167,CUST_01106,PROD_433,2026-01-19 21:03:04,5,153.89,0.0,5.0,138.5,Apple Pay,fulfilled,0
SH_1000168,CUST_02005,PROD_813,2025-03-17 20:30:15,3,135.83,0.0,0.0,73.35,PayPal,unfulfilled,0
SH_1000169,CUST_07905,PROD_877,2026-05-05 16:36:11,5,275.89,0.0,10.0,248.3,UPI,cancelled,0
SH_1000170,CUST_00422,PROD_868,2026-03-18 12:08:24,4,203.35,81.34,10.0,131.77,PayPal,fulfilled,0
SH_1000171,CUST_09504,PROD_764,2025-07-22 12:55:20,1,102.76,0.0,10.0,18.5,Credit Card,cancelled,0
SH_1000172,CUST_00821,PROD_339,2025-02-09 19:26:29,1,213.91,0.0,5.0,38.5,PayPal,cancelled,0
SH_1000173,CUST_05964,PROD_434,2025-05-13 01:14:29,2,208.04,62.41,5.0,63.66,Credit Card,unfulfilled,0
SH_1000174,CUST_09055,PROD_716,2025-08-17 02:04:25,5,132.87,66.44,5.0,107.62,Gift Card,fulfilled,0
SH_1000175,CUST_01024,PROD_130,2025-10-11 04:58:23,5,60.55,30.28,0.0,49.04,PayPal,fulfilled,0
SH_1000176,CUST_00873,PROD_282,2026-03-13 23:56:42,2,24.53,4.91,0.0,7.95,Apple Pay,fulfilled,0
SH_1000177,CUST_03083,PROD_297,2025-02-12 00:08:03,5,122.05,61.03,10.0,98.86,Apple Pay,fulfilled,0
SH_1000178,CUST_07210,PROD_682,2025-11-02 21:34:27,4,195.36,117.22,5.0,119.56,Apple Pay,unfulfilled,0
SH_1000179,CUST_08818,PROD_344,2025-05-19 19:41:52,4,145.97,58.39,0.0,94.59,UPI,fulfilled,0
SH_1000180,CUST_02152,PROD_556,2026-04-15 10:40:15,5,177.27,0.0,5.0,159.54,Credit Card,fulfilled,0
SH_1000181,CUST_09009,PROD_815,2025-02-20 03:10:31,1,8.59,0.0,10.0,1.55,PayPal,cancelled,0
SH_1000182,CUST_03396,PROD_944,2026-01-12 10:55:04,4,251.46,0.0,0.0,181.05,Credit Card,fulfilled,0
SH_1000183,CUST_00802,PROD_731,2026-04-06 01:27:04,3,50.18,0.0,0.0,27.1,UPI,cancelled,0
SH_1000184,CUST_05744,PROD_978,2025-02-25 21:25:48,2,208.98,41.8,10.0,67.71,Gift Card,fulfilled,0
SH_1000185,CUST_00137,PROD_629,2025-10-21 15:28:05,2,165.73,0.0,10.0,59.66,UPI,fulfilled,0
SH_1000186,CUST_01691,PROD_892,2026-03-02 04:58:57,3,112.18,0.0,5.0,60.58,Credit Card,fulfilled,0
SH_1000187,CUST_08999,PROD_556,2025-09-19 21:54:47,3,177.27,0.0,5.0,95.73,Apple Pay,cancelled,0
SH_1000188,CUST_04849,PROD_744,2025-12-10 19:23:09,2,182.16,72.86,0.0,52.46,Gift Card,unfulfilled,0
SH_1000189,CUST_01055,PROD_529,2025-06-19 17:00:59,2,34.24,0.0,0.0,12.33,Credit Card,fulfilled,0
SH_1000190,CUST_05061,PROD_511,2026-06-11 21:07:48,2,239.38,0.0,10.0,86.18,UPI,unfulfilled,0
SH_1000191,CUST_07516,PROD_559,2025-10-12 07:19:27,1,221.9,33.28,5.0,33.95,Apple Pay,fulfilled,0
SH_1000192,CUST_08239,PROD_589,2026-02-16 07:25:10,5,141.77,70.89,5.0,114.83,Credit Card,fulfilled,0
SH_1000193,CUST_03923,PROD_224,2025-08-07 13:15:18,4,104.2,41.68,10.0,67.52,Gift Card,fulfilled,0
SH_1000194,CUST_01489,PROD_921,2025-06-01 19:48:54,5,15.47,7.74,10.0,12.53,Credit Card,fulfilled,0
SH_1000195,CUST_00598,PROD_056,2025-11-16 17:31:47,2,111.42,0.0,10.0,40.11,UPI,fulfilled,0
SH_1000196,CUST_07337,PROD_444,2026-01-21 16:36:09,2,18.38,0.0,0.0,6.62,Gift Card,cancelled,0
SH_1000197,CUST_04565,PROD_866,2025-02-12 19:16:45,1,161.91,0.0,10.0,29.14,Apple Pay,cancelled,0
SH_1000198,CUST_01144,PROD_293,2026-02-22 05:14:28,2,132.53,53.01,0.0,38.17,Gift Card,cancelled,0
SH_1000199,CUST_00670,PROD_017,2025-10-16 02:23:59,4,22.89,0.0,10.0,16.48,UPI,cancelled,0
SH_1000200,CUST_03967,PROD_379,2026-03-18 08:22:24,4,127.39,0.0,0.0,91.72,Gift Card,fulfilled,0
SH_1000201,CUST_08051,PROD_638,2025-10-14 08:08:07,4,87.87,0.0,5.0,63.27,Credit Card,fulfilled,0
SH_1000202,CUST_02358,PROD_673,2026-05-10 07:40:30,1,174.34,34.87,10.0,25.1,UPI,fulfilled,0
SH_1000203,CUST_04106,PROD_202,2025-09-28 16:24:27,3,273.72,164.23,10.0,118.25,Credit Card,unfulfilled,0
SH_1000204,CUST_08869,PROD_997,2025-06-26 09:43:09,4,148.31,0.0,5.0,106.78,Gift Card,fulfilled,0
SH_1000205,CUST_04974,PROD_724,2025-10-05 17:00:43,4,111.96,0.0,5.0,80.61,UPI,unfulfilled,0
SH_1000206,CUST_09080,PROD_443,2025-02-15 02:51:11,5,67.56,0.0,0.0,60.8,UPI,fulfilled,0
SH_1000207,CUST_06032,PROD_861,2026-01-05 21:42:28,5,102.35,0.0,0.0,92.11,Apple Pay,fulfilled,0
SH_1000208,CUST_03442,PROD_582,2025-02-09 12:12:45,5,83.28,0.0,5.0,74.95,Credit Card,fulfilled,0
SH_1000209,CUST_07483,PROD_794,2025-05-31 10:58:28,3,250.48,0.0,5.0,135.26,Gift Card,cancelled,0
SH_1000210,CUST_07987,PROD_442,2025-10-01 06:07:54,5,125.69,94.27,10.0,96.15,Apple Pay,fulfilled,0
SH_1000211,CUST_05418,PROD_770,2025-06-27 12:16:51,1,204.3,0.0,0.0,36.77,UPI,cancelled,0
SH_1000212,CUST_03245,PROD_954,2025-09-22 22:29:01,3,212.35,127.41,0.0,91.74,UPI,fulfilled,0
SH_1000213,CUST_03551,PROD_222,2026-01-22 19:57:03,3,239.85,0.0,0.0,129.52,Credit Card,fulfilled,0
SH_1000214,CUST_08533,PROD_278,2026-02-10 00:53:56,4,46.85,18.74,0.0,30.36,PayPal,unfulfilled,0
