amazon_order_id,customer_id,product_id,purchase_date,quantity,item_price,shipping_price,gift_wrap_price,item_tax,ship_service_level,ship_city,ship_state
AMZ-155-7096900-5648426,CUST_00571,PROD_571,2026-04-09T23:13:54Z,1,209.5,5.99,0.0,25.14,Expedited,Bangalore,KA
AMZ-913-2920100-6234402,CUST_00259,PROD_718,2025-09-27T04:02:43Z,2,124.83,3.99,0.0,29.96,Expedited,Houston,TX
AMZ-184-6409654-4295253,CUST_09578,PROD_478,2025-07-19T05:23:56Z,3,150.82,5.99,2.99,54.3,SecondDay,Bangalore,KA
AMZ-529-2955532-4130527,CUST_02249,PROD_194,2025-05-04T22:00:22Z,1,116.43,0.0,0.0,13.97,Standard,Bangalore,KA
AMZ-523-4580383-2815556,CUST_04205,PROD_934,2026-01-01T10:27:10Z,2,278.02,0.0,0.0,66.72,Expedited,Delhi,DL
AMZ-438-9904866-6786130,CUST_05388,PROD_676,2026-05-06T15:32:25Z,1,133.28,5.99,2.99,15.99,Expedited,Delhi,DL
AMZ-417-3812602-3452948,CUST_04752,PROD_533,2025-08-09T16:52:18Z,3,54.07,0.0,0.0,19.47,Expedited,Seattle,WA
AMZ-112-5806911-6116717,CUST_08406,PROD_511,2025-07-31T02:15:54Z,3,239.38,0.0,2.99,86.18,Expedited,Seattle,WA
AMZ-952-3247154-6244567,CUST_03702,PROD_873,2026-02-22T02:12:35Z,1,216.84,3.99,2.99,26.02,SecondDay,Seattle,WA
AMZ-483-8997856-2094876,CUST_01879,PROD_304,2025-05-26T18:08:11Z,1,200.26,0.0,0.0,24.03,Standard,Mumbai,MH
AMZ-417-5099502-4361800,CUST_06980,PROD_943,2025-12-16T19:41:29Z,3,157.86,0.0,0.0,56.83,Standard,Houston,TX
AMZ-921-8881780-3838496,CUST_01483,PROD_715,2025-05-31T07:31:19Z,1,54.0,3.99,0.0,6.48,Standard,New York,NY
AMZ-780-1180364-8046889,CUST_08546,PROD_750,2025-07-02T15:59:34Z,2,205.8,5.99,0.0,49.39,Expedited,Houston,TX
AMZ-647-5848583-8608961,CUST_01457,PROD_821,2026-03-23T01:22:44Z,2,51.04,0.0,0.0,12.25,Standard,Mumbai,MH
AMZ-101-7813740-4395115,CUST_04654,PROD_106,2026-03-12T14:12:19Z,2,166.02,3.99,0.0,39.84,Expedited,Houston,TX
AMZ-903-5185396-4372151,CUST_05767,PROD_240,2025-03-07T06:09:26Z,3,248.15,3.99,0.0,89.33,SecondDay,New York,NY
AMZ-755-6478749-9215603,CUST_06964,PROD_778,2025-03-31T18:57:09Z,3,137.2,0.0,2.99,49.39,Standard,Bangalore,KA
AMZ-518-7238309-5598173,CUST_09267,PROD_778,2025-06-24T13:32:38Z,2,137.2,5.99,0.0,32.93,Expedited,New York,NY
AMZ-616-8453940-8228051,CUST_08895,PROD_251,2025-10-27T15:31:21Z,3,141.71,3.99,2.99,51.02,Expedited,Bangalore,KA
AMZ-524-9972503-5909628,CUST_01470,PROD_260,2025-03-22T17:06:37Z,3,239.15,3.99,0.0,86.09,Expedited,New York,NY
AMZ-748-8814522-9414202,CUST_09962,PROD_050,2025-12-18T21:33:54Z,3,44.14,5.99,0.0,15.89,SecondDay,Bangalore,KA
AMZ-528-5466866-4469622,CUST_03093,PROD_680,2025-12-28T00:04:41Z,3,128.27,5.99,0.0,46.18,SecondDay,Bangalore,KA
AMZ-153-9572224-4293501,CUST_00347,PROD_846,2026-04-06T21:43:27Z,1,312.23,5.99,0.0,37.47,SecondDay,Seattle,WA
AMZ-108-4198134-2420966,CUST_07973,PROD_490,2026-01-10T01:43:33Z,3,152.06,0.0,0.0,54.74,Expedited,Delhi,DL
AMZ-625-3359681-2170199,CUST_08787,PROD_336,2026-03-01T22:12:05Z,1,129.56,0.0,2.99,15.55,Standard,Seattle,WA
AMZ-879-3643913-4500579,CUST_09249,PROD_757,2026-04-29T08:43:56Z,2,231.45,0.0,2.99,55.55,SecondDay,New York,NY
AMZ-428-6996565-2300804,CUST_08874,PROD_524,2025-09-17T07:11:32Z,2,144.91,0.0,0.0,34.78,Standard,Houston,TX
AMZ-542-1003241-8848242,CUST_06657,PROD_320,2025-04-13T09:09:34Z,3,68.14,0.0,0.0,24.53,Standard,Delhi,DL
AMZ-849-4134948-4819971,CUST_07008,PROD_541,2025-10-07T15:01:32Z,3,123.66,5.99,0.0,44.52,Expedited,Seattle,WA
AMZ-583-6873083-7007316,CUST_00090,PROD_620,2026-06-14T19:24:37Z,1,117.28,3.99,0.0,14.07,Expedited,New York,NY
AMZ-802-2771161-2588171,CUST_01822,PROD_670,2025-08-06T05:33:12Z,1,197.09,0.0,0.0,23.65,SecondDay,Delhi,DL
AMZ-474-4724014-9194610,CUST_09275,PROD_314,2025-03-21T00:04:14Z,2,8.72,3.99,0.0,2.09,Expedited,Bangalore,KA
AMZ-101-3770874-3637647,CUST_07564,PROD_089,2025-04-12T15:24:39Z,3,134.92,0.0,2.99,48.57,Expedited,Seattle,WA
AMZ-673-8568832-7108141,CUST_09910,PROD_654,2026-05-17T17:44:45Z,2,110.38,0.0,2.99,26.49,Standard,New York,NY
AMZ-262-7956636-2674975,CUST_06532,PROD_387,2025-06-24T05:47:39Z,2,83.57,3.99,2.99,20.06,Standard,Houston,TX
AMZ-570-2434431-7326220,CUST_02694,PROD_548,2025-12-31T11:32:10Z,2,147.0,5.99,0.0,35.28,Expedited,Delhi,DL
AMZ-588-9701760-8947894,CUST_02200,PROD_398,2025-12-12T17:50:19Z,1,179.52,5.99,0.0,21.54,Expedited,Houston,TX
AMZ-949-8815208-1232530,CUST_00340,PROD_211,2026-04-24T20:55:52Z,1,157.21,0.0,2.99,18.87,Expedited,Delhi,DL
AMZ-469-5116709-9528270,CUST_02268,PROD_382,2025-05-17T01:20:11Z,1,260.32,0.0,0.0,31.24,Standard,Houston,TX
AMZ-142-4392273-9688067,CUST_00889,PROD_781,2026-04-22T16:07:06Z,2,103.31,5.99,2.99,24.79,Expedited,New York,NY
AMZ-164-8937447-2490101,CUST_04760,PROD_253,2025-02-01T22:38:09Z,3,186.19,0.0,0.0,67.03,Standard,New York,NY
AMZ-282-3739390-7911906,CUST_00843,PROD_237,2026-02-28T20:12:41Z,2,37.47,0.0,0.0,8.99,Standard,Mumbai,MH
AMZ-918-4191362-1336679,CUST_09273,PROD_979,2025-04-12T13:08:13Z,2,98.01,5.99,0.0,23.52,SecondDay,New York,NY
AMZ-881-2769839-8381668,CUST_08903,PROD_155,2026-03-30T12:42:19Z,2,103.59,5.99,0.0,24.86,SecondDay,Houston,TX
AMZ-556-3750192-6811322,CUST_07531,PROD_542,2026-04-20T16:02:03Z,3,116.94,0.0,0.0,42.1,SecondDay,Houston,TX
AMZ-279-1182111-6608301,CUST_07046,PROD_204,2025-10-29T12:00:08Z,1,7.88,0.0,0.0,0.95,Standard,Houston,TX
AMZ-884-6597849-2437145,CUST_02613,PROD_675,2025-04-27T17:06:52Z,2,74.02,5.99,0.0,17.76,SecondDay,Houston,TX
AMZ-273-8720716-3439389,CUST_08041,PROD_402,2025-08-16T02:22:11Z,2,139.41,0.0,0.0,33.46,Expedited,New York,NY
AMZ-501-6277367-6698636,CUST_07561,PROD_418,2025-07-06T20:54:09Z,1,278.94,0.0,0.0,33.47,SecondDay,Bangalore,KA
AMZ-342-4280477-4958166,CUST_03002,PROD_685,2026-03-20T09:35:46Z,1,150.32,5.99,0.0,18.04,SecondDay,Mumbai,MH
AMZ-255-1533511-2833785,CUST_02665,PROD_762,2026-01-18T05:39:51Z,3,76.8,5.99,0.0,27.65,Standard,Mumbai,MH
AMZ-962-8703094-4891075,CUST_00658,PROD_882,2026-05-22T16:06:14Z,2,26.38,3.99,0.0,6.33,Expedited,New York,NY
AMZ-914-9598201-7451935,CUST_02044,PROD_812,2026-05-10T06:15:21Z,2,96.21,3.99,0.0,23.09,SecondDay,Seattle,WA
AMZ-396-7192288-7242340,CUST_00338,PROD_388,2025-07-01T01:30:58Z,2,176.31,0.0,0.0,42.31,Expedited,New York,NY
AMZ-828-1907678-6757761,CUST_03479,PROD_665,2026-02-12T09:12:50Z,2,285.3,0.0,0.0,68.47,SecondDay,Delhi,DL
AMZ-861-2386886-9752808,CUST_09264,PROD_370,2026-04-06T09:46:09Z,1,180.7,0.0,0.0,21.68,SecondDay,Houston,TX
AMZ-232-2164433-2057279,CUST_07923,PROD_003,2025-02-08T04:43:43Z,1,145.45,5.99,0.0,17.45,Expedited,New York,NY
AMZ-124-3300040-9375601,CUST_09414,PROD_983,2025-09-17T09:45:40Z,1,148.23,5.99,0.0,17.79,SecondDay,Houston,TX
AMZ-519-9145291-8870815,CUST_06163,PROD_380,2025-12-13T09:46:58Z,2,235.15,0.0,0.0,56.44,Expedited,Seattle,WA
AMZ-298-3792787-8379355,CUST_04004,PROD_659,2025-12-23T13:36:17Z,2,75.32,5.99,0.0,18.08,Expedited,Bangalore,KA
AMZ-680-5148669-6704375,CUST_00459,PROD_535,2025-09-26T21:12:18Z,2,167.45,0.0,2.99,40.19,Standard,Houston,TX
AMZ-175-4033568-5280162,CUST_05374,PROD_819,2025-06-26T13:38:26Z,1,65.33,0.0,0.0,7.84,Standard,Delhi,DL
AMZ-631-5995123-6694514,CUST_02414,PROD_487,2026-04-14T14:05:02Z,3,174.36,5.99,0.0,62.77,SecondDay,Mumbai,MH
AMZ-466-8864504-9323274,CUST_04817,PROD_469,2025-08-11T09:16:11Z,1,263.13,5.99,0.0,31.58,SecondDay,New York,NY
AMZ-203-1697222-3089352,CUST_04611,PROD_121,2026-03-08T05:33:14Z,2,133.32,0.0,0.0,32.0,Expedited,Mumbai,MH
AMZ-897-4268754-6646587,CUST_03798,PROD_820,2026-04-25T14:17:37Z,3,163.85,3.99,2.99,58.99,Standard,Houston,TX
AMZ-189-9279989-8043349,CUST_00349,PROD_914,2026-05-24T09:43:00Z,2,61.6,0.0,2.99,14.78,SecondDay,Houston,TX
AMZ-241-4308554-6054454,CUST_06222,PROD_022,2025-07-01T08:42:03Z,2,229.55,5.99,0.0,55.09,Expedited,Seattle,WA
AMZ-713-8484964-2377682,CUST_09602,PROD_361,2026-04-09T03:27:21Z,3,14.55,3.99,0.0,5.24,Standard,Delhi,DL
AMZ-229-6877772-6058604,CUST_01239,PROD_680,2025-02-10T10:12:45Z,2,128.27,0.0,2.99,30.78,Standard,Bangalore,KA
AMZ-902-3872703-2638794,CUST_00262,PROD_430,2025-08-08T05:00:10Z,2,64.94,0.0,0.0,15.59,Standard,Bangalore,KA
AMZ-461-9813260-7635636,CUST_06964,PROD_845,2026-06-01T20:40:56Z,1,264.67,0.0,0.0,31.76,SecondDay,Seattle,WA
AMZ-512-3765255-1087296,CUST_01027,PROD_074,2025-09-21T12:37:09Z,3,37.44,0.0,0.0,13.48,SecondDay,Seattle,WA
AMZ-518-8389492-6556708,CUST_00569,PROD_746,2026-02-14T18:53:31Z,1,36.73,0.0,2.99,4.41,Standard,New York,NY
AMZ-345-7866727-3828078,CUST_01754,PROD_719,2025-02-05T21:36:10Z,1,200.44,0.0,2.99,24.05,Expedited,Bangalore,KA
AMZ-906-3704700-6318681,CUST_08113,PROD_759,2025-11-25T05:20:21Z,3,91.94,0.0,2.99,33.1,SecondDay,Houston,TX
AMZ-259-6317659-4965040,CUST_01724,PROD_572,2025-12-20T19:32:51Z,3,184.37,0.0,0.0,66.37,Standard,Mumbai,MH
AMZ-179-2689722-6774871,CUST_05686,PROD_448,2025-09-23T19:24:15Z,2,219.72,0.0,0.0,52.73,Expedited,Delhi,DL
AMZ-482-5342107-9904776,CUST_09797,PROD_172,2026-02-10T06:50:56Z,1,194.83,0.0,0.0,23.38,SecondDay,Mumbai,MH
AMZ-459-6406215-3124375,CUST_08939,PROD_888,2026-04-13T06:19:43Z,1,31.07,0.0,0.0,3.73,SecondDay,Delhi,DL
AMZ-747-2209499-6144927,CUST_08782,PROD_140,2025-07-28T16:26:16Z,2,137.28,3.99,0.0,32.95,SecondDay,Bangalore,KA
AMZ-477-6095466-3926009,CUST_07333,PROD_335,2026-01-24T17:57:11Z,3,165.48,3.99,0.0,59.57,SecondDay,Seattle,WA
AMZ-747-6583241-6024116,CUST_09222,PROD_502,2025-06-03T10:58:47Z,1,205.75,0.0,2.99,24.69,Expedited,Mumbai,MH
AMZ-992-3750887-6929054,CUST_09838,PROD_767,2026-02-10T13:36:35Z,1,179.76,0.0,0.0,21.57,Expedited,Delhi,DL
AMZ-994-4627074-9389317,CUST_09994,PROD_430,2026-05-28T10:22:25Z,1,64.94,3.99,0.0,7.79,Standard,New York,NY
AMZ-694-9390731-6179497,CUST_00269,PROD_286,2025-02-03T01:15:39Z,1,240.28,5.99,0.0,28.83,Standard,Seattle,WA
AMZ-364-6200528-6618188,CUST_00013,PROD_353,2025-12-14T22:17:48Z,1,147.48,0.0,0.0,17.7,Standard,Mumbai,MH
AMZ-540-5479258-3799257,CUST_09145,PROD_723,2026-01-19T01:33:20Z,1,105.54,3.99,0.0,12.66,Standard,Houston,TX
AMZ-539-2287348-2871723,CUST_00809,PROD_242,2026-03-10T03:45:36Z,2,252.26,0.0,0.0,60.54,Expedited,Mumbai,MH
AMZ-151-8199433-7760850,CUST_01253,PROD_269,2025-11-05T15:54:00Z,1,186.89,0.0,2.99,22.43,Expedited,Delhi,DL
AMZ-222-2705646-3309781,CUST_01515,PROD_144,2025-11-03T04:24:14Z,2,33.26,3.99,0.0,7.98,Expedited,New York,NY
AMZ-573-8195869-1768454,CUST_08424,PROD_738,2026-05-27T13:47:18Z,2,86.31,5.99,0.0,20.71,Standard,New York,NY
AMZ-511-7771435-7568607,CUST_06710,PROD_743,2025-10-03T08:47:04Z,2,112.21,0.0,2.99,26.93,Standard,Delhi,DL
AMZ-168-2308283-3493953,CUST_03849,PROD_509,2025-05-21T18:28:56Z,3,67.3,5.99,0.0,24.23,Expedited,Delhi,DL
AMZ-813-9894187-1662062,CUST_09610,PROD_700,2026-05-11T00:30:59Z,3,98.93,0.0,0.0,35.61,Expedited,Bangalore,KA
AMZ-689-4152988-5442910,CUST_04168,PROD_102,2025-11-01T17:03:37Z,2,90.41,0.0,0.0,21.7,Standard,Mumbai,MH
AMZ-344-4991516-5559661,CUST_00880,PROD_191,2026-02-11T06:31:45Z,2,85.93,0.0,0.0,20.62,SecondDay,Bangalore,KA
AMZ-283-7365954-5009956,CUST_06056,PROD_802,2025-05-01T09:41:54Z,3,211.78,5.99,0.0,76.24,Expedited,New York,NY
AMZ-389-8724808-1790827,CUST_08862,PROD_230,2025-11-15T06:44:22Z,1,65.35,5.99,2.99,7.84,Standard,Seattle,WA
AMZ-683-2249752-8203434,CUST_01729,PROD_159,2025-05-16T01:27:06Z,1,81.05,3.99,0.0,9.73,SecondDay,Mumbai,MH
AMZ-766-9514429-7712197,CUST_03411,PROD_645,2025-03-05T02:26:00Z,3,139.07,0.0,0.0,50.07,Standard,Seattle,WA
AMZ-469-5131083-5038744,CUST_05865,PROD_034,2025-06-09T00:51:07Z,2,236.18,0.0,2.99,56.68,SecondDay,Seattle,WA
AMZ-392-9722731-2134923,CUST_09888,PROD_589,2025-07-09T03:14:01Z,3,141.77,5.99,2.99,51.04,Expedited,Bangalore,KA
AMZ-648-7615487-5127737,CUST_02592,PROD_253,2026-01-24T16:46:32Z,2,186.19,3.99,0.0,44.69,Standard,Mumbai,MH
AMZ-744-6851551-2665489,CUST_03786,PROD_974,2026-01-26T23:46:36Z,2,96.37,3.99,0.0,23.13,Expedited,Delhi,DL
AMZ-959-5503458-8923697,CUST_04323,PROD_772,2026-06-10T10:14:54Z,1,66.79,0.0,0.0,8.01,SecondDay,Seattle,WA
AMZ-609-8862664-1590036,CUST_02472,PROD_427,2025-10-20T19:09:43Z,2,207.12,5.99,0.0,49.71,SecondDay,Bangalore,KA
AMZ-704-7283542-3494839,CUST_06629,PROD_651,2025-02-04T10:35:25Z,3,211.91,0.0,2.99,76.29,Standard,Houston,TX
AMZ-711-6211564-9158137,CUST_01836,PROD_140,2025-06-08T16:08:04Z,1,137.28,0.0,0.0,16.47,SecondDay,Bangalore,KA
AMZ-211-7870081-6959318,CUST_02675,PROD_663,2025-02-28T07:55:53Z,1,223.88,0.0,2.99,26.87,SecondDay,New York,NY
AMZ-627-1150627-5438634,CUST_04048,PROD_787,2025-06-04T02:02:49Z,2,150.49,5.99,0.0,36.12,SecondDay,Delhi,DL
AMZ-786-4306647-5698076,CUST_09009,PROD_551,2025-06-03T16:56:44Z,3,58.8,5.99,2.99,21.17,Standard,Bangalore,KA
AMZ-656-5989369-3857568,CUST_04398,PROD_241,2026-02-10T13:56:00Z,3,31.84,3.99,0.0,11.46,SecondDay,Delhi,DL
AMZ-386-2324592-7466578,CUST_02697,PROD_011,2025-12-10T01:55:53Z,1,318.95,3.99,0.0,38.27,SecondDay,Seattle,WA
AMZ-707-3455508-3943316,CUST_08148,PROD_142,2026-06-09T22:38:20Z,1,171.69,5.99,2.99,20.6,Standard,Houston,TX
AMZ-486-2985173-3493231,CUST_08782,PROD_036,2025-07-07T08:30:40Z,2,222.66,0.0,0.0,53.44,SecondDay,Seattle,WA
AMZ-847-4026767-3391819,CUST_04079,PROD_290,2025-11-02T00:18:10Z,1,282.02,3.99,0.0,33.84,Standard,Seattle,WA
AMZ-904-1571306-1276264,CUST_02340,PROD_295,2026-02-15T06:34:52Z,3,245.12,0.0,0.0,88.24,SecondDay,Delhi,DL
AMZ-949-5377341-9427933,CUST_08333,PROD_357,2025-12-10T17:28:54Z,1,65.79,0.0,0.0,7.89,Standard,Mumbai,MH
AMZ-388-9753593-8223918,CUST_03894,PROD_151,2025-09-05T09:35:17Z,2,45.66,3.99,0.0,10.96,Standard,Seattle,WA
AMZ-139-9091668-1507866,CUST_09427,PROD_468,2025-05-09T11:11:36Z,3,217.99,5.99,0.0,78.48,Expedited,Mumbai,MH
AMZ-965-2640550-7454812,CUST_06597,PROD_524,2025-04-23T10:05:58Z,1,144.91,0.0,0.0,17.39,Standard,Houston,TX
AMZ-174-2219973-5085237,CUST_04119,PROD_123,2025-02-26T07:01:38Z,1,283.63,3.99,0.0,34.04,Expedited,Mumbai,MH
AMZ-602-6817851-6162822,CUST_06340,PROD_225,2025-08-20T09:54:21Z,3,101.53,5.99,0.0,36.55,Standard,New York,NY
AMZ-250-9185316-6301044,CUST_04705,PROD_701,2025-09-01T03:32:57Z,3,40.14,0.0,0.0,14.45,Standard,Seattle,WA
AMZ-644-2128793-5198957,CUST_07357,PROD_762,2026-02-22T20:05:34Z,1,76.8,0.0,2.99,9.22,Expedited,Seattle,WA
AMZ-758-1171323-7570848,CUST_09062,PROD_340,2025-11-15T16:02:15Z,2,303.66,5.99,0.0,72.88,Expedited,Bangalore,KA
AMZ-298-5531568-2264686,CUST_01255,PROD_798,2025-08-26T14:11:48Z,3,226.72,5.99,0.0,81.62,Standard,Mumbai,MH
AMZ-288-7440931-6018507,CUST_00127,PROD_158,2025-06-27T14:48:58Z,2,119.43,5.99,2.99,28.66,Expedited,Houston,TX
AMZ-369-2308331-8577873,CUST_05690,PROD_762,2025-07-28T02:12:37Z,3,76.8,0.0,0.0,27.65,Expedited,Seattle,WA
AMZ-526-8175375-9891798,CUST_00671,PROD_980,2025-06-18T08:17:24Z,3,188.67,3.99,0.0,67.92,SecondDay,Bangalore,KA
AMZ-105-3459684-3992015,CUST_03655,PROD_571,2026-06-02T22:20:47Z,2,209.5,0.0,0.0,50.28,Standard,Mumbai,MH
AMZ-621-2352986-7253656,CUST_04715,PROD_497,2025-03-13T12:11:14Z,1,96.58,3.99,0.0,11.59,SecondDay,Delhi,DL
AMZ-917-6699975-2645039,CUST_00394,PROD_502,2026-04-15T16:30:57Z,1,205.75,0.0,0.0,24.69,SecondDay,Houston,TX
AMZ-449-1827522-9443482,CUST_00795,PROD_579,2026-03-12T15:29:29Z,1,132.0,0.0,0.0,15.84,Expedited,Houston,TX
AMZ-470-5021916-8479249,CUST_00256,PROD_206,2026-02-06T07:41:47Z,3,72.45,0.0,0.0,26.08,Standard,Delhi,DL
AMZ-445-8777143-6792607,CUST_00989,PROD_792,2025-08-19T01:34:17Z,3,59.18,3.99,0.0,21.3,SecondDay,Seattle,WA
AMZ-414-1304418-6991150,CUST_08781,PROD_013,2025-06-28T07:15:41Z,2,129.63,5.99,0.0,31.11,Standard,New York,NY
AMZ-217-3147311-6301281,CUST_00255,PROD_713,2026-04-22T03:05:49Z,1,151.31,3.99,0.0,18.16,SecondDay,Mumbai,MH
AMZ-828-3659493-4857453,CUST_04511,PROD_092,2025-09-06T03:51:58Z,3,235.82,3.99,0.0,84.9,Expedited,Delhi,DL
AMZ-357-8070415-6070461,CUST_00300,PROD_471,2025-05-23T02:34:32Z,2,179.6,0.0,0.0,43.1,SecondDay,Seattle,WA
AMZ-721-7638584-7556466,CUST_02839,PROD_967,2026-05-15T23:32:01Z,1,169.55,3.99,0.0,20.35,SecondDay,Delhi,DL
AMZ-772-5103401-6571452,CUST_02435,PROD_297,2025-06-05T20:46:27Z,1,122.05,3.99,0.0,14.65,Expedited,Mumbai,MH
AMZ-284-5497930-8768821,CUST_03926,PROD_856,2025-11-09T03:49:50Z,3,21.7,5.99,0.0,7.81,SecondDay,Houston,TX
AMZ-129-4917121-9231757,CUST_03468,PROD_474,2025-05-31T19:49:39Z,2,207.31,3.99,0.0,49.75,Standard,New York,NY
AMZ-934-2259354-3042636,CUST_09644,PROD_451,2025-02-23T10:08:07Z,3,254.9,3.99,0.0,91.76,SecondDay,Houston,TX
AMZ-390-2714359-6695629,CUST_05243,PROD_100,2025-07-21T07:41:29Z,2,46.36,3.99,0.0,11.13,Standard,Houston,TX
AMZ-549-5928775-8008055,CUST_09715,PROD_725,2026-06-14T20:24:54Z,2,124.85,5.99,0.0,29.96,Expedited,Houston,TX
AMZ-674-7120264-1902896,CUST_09900,PROD_123,2026-04-10T02:36:14Z,3,283.63,5.99,0.0,102.11,SecondDay,Delhi,DL
AMZ-752-8481146-5946017,CUST_06729,PROD_128,2025-12-27T04:15:51Z,3,111.02,3.99,0.0,39.97,SecondDay,Seattle,WA
AMZ-849-7212841-9457525,CUST_06990,PROD_825,2025-12-25T08:35:42Z,1,106.27,0.0,2.99,12.75,Expedited,Houston,TX
AMZ-101-2996143-9561348,CUST_04898,PROD_271,2025-07-26T08:36:39Z,1,54.32,0.0,2.99,6.52,Expedited,Bangalore,KA
AMZ-850-1573421-1113630,CUST_01467,PROD_343,2025-04-20T23:39:59Z,1,264.13,0.0,0.0,31.7,Expedited,New York,NY
AMZ-309-9141758-5345662,CUST_08205,PROD_200,2025-04-23T17:21:59Z,3,231.24,0.0,0.0,83.25,SecondDay,Delhi,DL
AMZ-558-4376385-7909004,CUST_03568,PROD_307,2025-10-28T03:59:42Z,1,43.32,5.99,0.0,5.2,SecondDay,Delhi,DL
AMZ-406-3576458-7293630,CUST_06653,PROD_361,2026-01-03T06:41:54Z,1,14.55,3.99,2.99,1.75,SecondDay,Bangalore,KA
AMZ-684-4662147-7514206,CUST_09456,PROD_288,2026-05-30T20:51:41Z,1,199.93,0.0,0.0,23.99,Standard,Houston,TX
AMZ-938-4021673-5445489,CUST_02197,PROD_176,2025-11-03T02:27:47Z,1,111.85,5.99,0.0,13.42,Expedited,Houston,TX
AMZ-509-9591362-1829443,CUST_01449,PROD_124,2025-09-16T16:05:12Z,3,23.62,3.99,0.0,8.5,Standard,Houston,TX
AMZ-288-9979750-7928496,CUST_05626,PROD_710,2025-07-16T20:48:15Z,3,110.83,3.99,2.99,39.9,Standard,Mumbai,MH
AMZ-596-8290464-9996863,CUST_08325,PROD_321,2026-02-28T18:27:21Z,2,12.04,5.99,0.0,2.89,SecondDay,Houston,TX
AMZ-597-9377824-7736774,CUST_07906,PROD_002,2026-03-18T04:57:21Z,3,96.56,0.0,0.0,34.76,SecondDay,Delhi,DL
AMZ-334-4654056-3921896,CUST_07144,PROD_266,2026-05-20T03:52:54Z,1,60.81,0.0,0.0,7.3,Expedited,Mumbai,MH
AMZ-538-9111313-1136010,CUST_09262,PROD_457,2026-03-13T02:29:27Z,1,57.86,5.99,0.0,6.94,SecondDay,Delhi,DL
AMZ-763-3051713-4560831,CUST_02334,PROD_400,2025-11-25T08:27:21Z,2,14.33,0.0,0.0,3.44,Expedited,Bangalore,KA
AMZ-303-9057741-9002176,CUST_04712,PROD_512,2025-12-26T10:30:48Z,1,191.9,3.99,0.0,23.03,Standard,Delhi,DL
AMZ-693-6928516-1562907,CUST_01062,PROD_034,2025-04-22T01:10:55Z,1,236.18,5.99,0.0,28.34,Standard,Delhi,DL
AMZ-589-8855153-4391790,CUST_09143,PROD_465,2026-06-09T22:35:13Z,3,142.74,0.0,0.0,51.39,Standard,Houston,TX
AMZ-188-4041980-9167233,CUST_00684,PROD_871,2026-05-15T07:08:26Z,2,73.52,0.0,0.0,17.64,Expedited,Delhi,DL
